"COD_MUN","MUNICIPIO","Ano","Populacao","Sexo","Faixa_Etaria","Macro","GRS","RS"
"250340","CACIMBA DE AREIA","2016","3640","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2017","871","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2017","851","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2017","1722","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2017","3653","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2018","887","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2018","866","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2018","1753","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2018","3667","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2019","908","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2019","879","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2019","1787","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2019","3682","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2020","923","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2020","893","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2020","1816","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2020","3695","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2021","944","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2021","903","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2021","1847","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2021","3708","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2022","","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2022","","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2022","","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2022","","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2023","","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2023","","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2023","","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250340","CACIMBA DE AREIA","2023","","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2014","3577","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2014","3325","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2014","6902","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2014","17228","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2015","3626","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2015","3381","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2015","7007","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2015","17219","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2016","3691","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2016","3459","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2016","7150","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2016","17210","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2017","3752","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2017","3537","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2017","7289","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2017","17203","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2018","3814","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2018","3611","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2018","7425","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2018","17193","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2019","3872","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2019","3684","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2019","7556","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2019","17187","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2020","3929","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2020","3755","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2020","7684","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2020","17178","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2021","4009","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2021","3858","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2021","7867","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2021","17169","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2022","3855","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2022","3614","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2022","7469","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2022","16064","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2023","3855","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2023","3614","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2023","7469","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250350","CACIMBA DE DENTRO","2023","16064","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250355","CACIMBAS","2014","1231","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2014","1056","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2014","2287","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2014","7036","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2015","1251","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2015","1066","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2015","2317","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2015","7064","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2016","1276","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2016","1086","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2016","2362","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2016","7091","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2017","1300","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2017","1105","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2017","2405","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2017","7117","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2018","1320","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2018","1127","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2018","2447","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2018","7145","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2019","1345","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2019","1145","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2019","2490","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2019","7173","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2020","1365","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2020","1163","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2020","2528","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2020","7199","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2021","1400","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2021","1187","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2021","2587","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2021","7225","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2022","","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2022","","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2022","","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2022","","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2023","","Feminino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2023","","Masculino","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2023","","Total","30 a 69 anos","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250355","CACIMBAS","2023","","Total","População Total","3ª Macro","6ª GRS - Patos","6ª Região de Saúde"
"250360","CAICARA","2014","1636","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2014","1492","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2014","3128","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2014","7249","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2015","1653","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2015","1521","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2015","3174","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2015","7239","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2016","1677","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2016","1550","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2016","3227","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2016","7229","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2017","1699","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2017","1576","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2017","3275","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2017","7220","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2018","1721","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2018","1600","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2018","3321","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2018","7210","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2019","1742","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2019","1627","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2019","3369","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2019","7201","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2020","1764","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2020","1652","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2020","3416","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2020","7191","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2021","1796","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2021","1683","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2021","3479","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2021","7182","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2022","1654","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2022","1559","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2022","3213","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2022","6602","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2023","1654","Feminino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2023","1559","Masculino","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2023","3213","Total","30 a 69 anos","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250360","CAICARA","2023","6602","Total","População Total","1ª Macro","2ª GRS - Guarabira","2ª Região de Saúde"
"250370","CAJAZEIRAS","2014","14529","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2014","12507","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2014","27036","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2014","60483","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2015","14794","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2015","12749","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2015","27543","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2015","60797","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2016","15056","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2016","12985","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2016","28041","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2016","61092","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2017","15313","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2017","13209","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2017","28522","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2017","61383","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2018","15558","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2018","13427","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2018","28985","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2018","61690","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2019","15798","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2019","13640","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2019","29438","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2019","61993","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2020","16033","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2020","13850","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2020","29883","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2020","62289","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2021","16212","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2021","14040","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2021","30252","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2021","62576","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2022","","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2022","","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2022","","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2022","","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2023","","Feminino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2023","","Masculino","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2023","","Total","30 a 69 anos","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250370","CAJAZEIRAS","2023","","Total","População Total","3ª Macro","9ª GRS - Cajazeiras","9ª Região de Saúde"
"250375","CAJAZEIRINHAS","2014","670","Feminino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2014","694","Masculino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2014","1364","Total","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2014","3132","Total","População Total","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2015","684","Feminino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2015","713","Masculino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2015","1397","Total","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2015","3145","Total","População Total","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2016","699","Feminino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2016","732","Masculino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2016","1431","Total","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2016","3157","Total","População Total","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2017","713","Feminino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2017","749","Masculino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2017","1462","Total","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2017","3168","Total","População Total","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2018","728","Feminino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2018","767","Masculino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2018","1495","Total","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2018","3181","Total","População Total","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2019","741","Feminino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2019","787","Masculino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2019","1528","Total","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2019","3193","Total","População Total","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2020","755","Feminino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2020","804","Masculino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2020","1559","Total","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2020","3205","Total","População Total","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2021","765","Feminino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
"250375","CAJAZEIRINHAS","2021","816","Masculino","30 a 69 anos","3ª Macro","10ª GRS - Sousa","13ª Região de Saúde"
